"actorId","phase","currentBoundary","pointer","targetIds","startUtf16","endUtf16","text","coverage","work","deterministicOperations","prerequisites","residual","expected"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/1/text","[""jorvik-network"",""warlock-coven""]","45","73","要求他们出示能同时通过旧印记、魔法签名和连续口令的凭证；","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","发出内容不证明送达、答复、相信、服从或后续任务完成","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/1/text","[""jorvik-network"",""warlock-coven""]","73","95","没有凭证者只能作为外来传言对待，不得进遗址。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-causari","initial","initial submitted frontier","/rawText","[""governor"",""city""]","0","21","把三份请愿答复整理成一份公开的过渡备忘录，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。三份请愿答复需原文；公开备忘录的递交和收件人回应分别成立。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","合并文本/实际递交/请求条件/职责声明分别留证据，不能把要求当已协定。"
"sir-causari","initial","initial submitted frontier","/rawText","[""governor"",""city""]","21","33","向总督办公厅与议会递交，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。三份请愿答复需原文；公开备忘录的递交和收件人回应分别成立。","群体不是心智；请求、派出、到达和执行不能相互推导","合并文本/实际递交/请求条件/职责声明分别留证据，不能把要求当已协定。"
"sir-causari","initial","initial submitted frontier","/rawText","[""governor"",""city""]","33","70","要求写明自治过渡的每一项安全指标、完成期限、共同监管人和失败时的处置条件，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三份请愿答复需原文；公开备忘录的递交和收件人回应分别成立。","发出内容不证明送达、答复、相信、服从或后续任务完成","合并文本/实际递交/请求条件/职责声明分别留证据，不能把要求当已协定。"
"sir-causari","initial","initial submitted frontier","/rawText","[""governor"",""city""]","70","84","并声明守军职责不因谈判改变。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三份请愿答复需原文；公开备忘录的递交和收件人回应分别成立。","发出内容不证明送达、答复、相信、服从或后续任务完成","合并文本/实际递交/请求条件/职责声明分别留证据，不能把要求当已协定。"
"sir-dennis-langre","initial","initial submitted frontier","/rawText","[""fortress"",""command"",""hill-giants""]","0","19","按本堡巡逻与商队证词安排一次独立侦察：","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。独立侦察需人员路线；足迹/时间/损失及 Maracan 独立性均是调查对象。","群体不是心智；请求、派出、到达和执行不能相互推导","记录派遣与三户观察、每条来源独立性；不因单次报告调兵。"
"sir-dennis-langre","initial","initial submitted frontier","/rawText","[""fortress"",""command"",""hill-giants""]","19","52","沿 Westwall 北侧山麓核对三户农场的足迹方向、时间与损失，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。独立侦察需人员路线；足迹/时间/损失及 Maracan 独立性均是调查对象。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","记录派遣与三户观察、每条来源独立性；不因单次报告调兵。"
"sir-dennis-langre","initial","initial submitted frontier","/rawText","[""fortress"",""command"",""hill-giants""]","52","75","同时记录每一条情报是否独立于 Maracan，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。独立侦察需人员路线；足迹/时间/损失及 Maracan 独立性均是调查对象。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","记录派遣与三户观察、每条来源独立性；不因单次报告调兵。"
"sir-dennis-langre","initial","initial submitted frontier","/rawText","[""fortress"",""command"",""hill-giants""]","75","87","暂不因单次报告调动驻军。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。独立侦察需人员路线；足迹/时间/损失及 Maracan 独立性均是调查对象。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","记录派遣与三户观察、每条来源独立性；不因单次报告调兵。"
"thil-the-cowled","initial","initial submitted frontier","/rawText","[""emporium"",""self""]","0","33","在商店与学徒一起核对近日入货、估价记录和地下商人询问的黑色金属器，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。学徒独立在场、货物/估价细项和私人标记未由店铺描述穷举。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","有来源的逐件核对及识别结果，不能向买家泄露。"
"thil-the-cowled","initial","initial submitted frontier","/rawText","[""emporium"",""self""]","33","62","逐件比对是否带有 Atacyl 私人记号或非常规封存方式，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。学徒独立在场、货物/估价细项和私人标记未由店铺描述穷举。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","有来源的逐件核对及识别结果，不能向买家泄露。"
"thil-the-cowled","initial","initial submitted frontier","/rawText","[""emporium"",""self""]","62","73","不向买家公开识别结果。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。学徒独立在场、货物/估价细项和私人标记未由店铺描述穷举。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","有来源的逐件核对及识别结果，不能向买家泄露。"
"wizard-of-the-isle","initial","initial submitted frontier","/rawText","[""mountain""]","0","42","沿 Mountain That Fell 的岸线与常见登陆点做一次长期观测例行巡查，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。长期巡查不是瞬时公开事实读取；新船痕、营火、Viz 变化及模式须证据。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","记录实际巡查进度、观察与比较；隐蔽登陆点不对外传播。"
"wizard-of-the-isle","initial","initial submitted frontier","/rawText","[""mountain""]","42","62","记录新的船痕、营火与 Viz 脉动变化，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。长期巡查不是瞬时公开事实读取；新船痕、营火、Viz 变化及模式须证据。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","记录实际巡查进度、观察与比较；隐蔽登陆点不对外传播。"
"wizard-of-the-isle","initial","initial submitted frontier","/rawText","[""mountain""]","62","83","核对是否与此前采掘扰动后的异常模式相吻合，","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。长期巡查不是瞬时公开事实读取；新船痕、营火、Viz 变化及模式须证据。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","记录实际巡查进度、观察与比较；隐蔽登陆点不对外传播。"
"wizard-of-the-isle","initial","initial submitted frontier","/rawText","[""mountain""]","83","95","不向外人透露隐蔽登陆点。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。长期巡查不是瞬时公开事实读取；新船痕、营火、Viz 变化及模式须证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","记录实际巡查进度、观察与比较；隐蔽登陆点不对外传播。"
"archon-devers","reaction","reaction replacement frontier","/rawText","[""travvarn"",""crew"",""expedition""]","0","23","立即应召前往 Lord Travvarn 处，","fallback","移动/到场","[]","起终点、路线、移动规则、实际持续时间和接触成立。应召后仍需移动/接触；报告来自自身知识，不是 canonical 全知；新的命令须 Travvarn 作答。","准备或提出前往不证明到达；不能用同一 placement 假定接触","移动、实报、请求和留档分别有依据；不能用反应文本证明任务完成。"
"archon-devers","reaction","reaction replacement frontier","/rawText","[""travvarn"",""crew"",""expedition""]","23","61","呈报过去一昼夜的值勤、武器与士兵状况：秩序尚可，但疲劳导致的轻微违纪在增加；","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。应召后仍需移动/接触；报告来自自身知识，不是 canonical 全知；新的命令须 Travvarn 作答。","发出内容不证明送达、答复、相信、服从或后续任务完成","移动、实报、请求和留档分别有依据；不能用反应文本证明任务完成。"
"archon-devers","reaction","reaction replacement frontier","/rawText","[""travvarn"",""crew"",""expedition""]","61","91","并当场请求他说明此番整理船位、淡水粮秣与避风锚地的具体命令，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。应召后仍需移动/接触；报告来自自身知识，不是 canonical 全知；新的命令须 Travvarn 作答。","发出内容不证明送达、答复、相信、服从或后续任务完成","移动、实报、请求和留档分别有依据；不能用反应文本证明任务完成。"
"archon-devers","reaction","reaction replacement frontier","/rawText","[""travvarn"",""crew"",""expedition""]","91","110","以便我将其与记录册和共同使命对照留档。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。应召后仍需移动/接触；报告来自自身知识，不是 canonical 全知；新的命令须 Travvarn 作答。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","移动、实报、请求和留档分别有依据；不能用反应文本证明任务完成。"
"lady-aerindel","reaction","reaction replacement frontier","/rawText","[""king"",""falls"",""ranger-captain""]","0","48","随 Nilal 到西塔与军需官核对瀑布 Viz 产出、守卫轮换和 Ranger 支援请求的缺口；","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。与 Nilal/军需官共同核账需接触与账目；余量、预警需求和支援分配仍未决。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","共同核对、分批清单和保留预警缺口的约束分别有证据。"
"lady-aerindel","reaction","reaction replacement frontier","/rawText","[""king"",""falls"",""ranger-captain""]","48","65","以剩余余量为基础排出分批支援清单，","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。与 Nilal/军需官共同核账需接触与账目；余量、预警需求和支援分配仍未决。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","共同核对、分批清单和保留预警缺口的约束分别有证据。"
"lady-aerindel","reaction","reaction replacement frontier","/rawText","[""king"",""falls"",""ranger-captain""]","65","95","同时标出哪些缺口须留给 Ranger 预警网而非一次性耗尽。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。与 Nilal/军需官共同核账需接触与账目；余量、预警需求和支援分配仍未决。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","共同核对、分批清单和保留预警缺口的约束分别有证据。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","0","109","Ealdorman Paddock Ryburn 当面交办：把本周三家大买家的报价、交割条件与在场证人整理成公开记录，并在市场张贴告示，说明下轮竞价按同一公开程序进行，任何私下雇用 constable 的请求一律拒绝。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","109","115","我先取纸笔，","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","115","129","逐项列出三家报价与证人姓名，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","129","143","注明每一条的来源和记录时间；","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","143","164","随后召集当日轮值的 constables，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","群体不是心智；请求、派出、到达和执行不能相互推导","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","164","176","把这份公开程序复述一遍，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","发出内容不证明送达、答复、相信、服从或后续任务完成","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","176","196","并当面指定告示张贴地点与当众宣读的人选，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","发出内容不证明送达、答复、相信、服从或后续任务完成","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","196","225","要求他们记录任何仍试图私下出价的人、时间、地点和传递手段，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","发出内容不证明送达、答复、相信、服从或后续任务完成","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
"sheriff-barris-ironoak","reaction","reaction replacement frontier","/rawText","[""ealdorman"",""market-town"",""constable-watch"",""merchant-camp""]","225","237","但暂不抓捕、不封锁贸易。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。首句是已收到交办的反应来源，不是新公告；三家报价和证人姓名不能从命令制造。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","取工具/编记录、召集、复述、指定张贴者与记录私雇分别留进度；暂不抓捕封贸。"
